id,name,stream_url,logo,poster,background,genre,country,language,quality,type,is_active
tv_espn_5_hd,ESPN 5,http://200.12.41.194:8000/play/a065/index.m3u8,logos/tv_espn_5_hd.png,poster/tv_espn_5_hd-poster.png,background/tv_espn_5_hd.jpg,"TV Premium, Deportes, General",España,es,Auto,tv,true
tv_espn_6,ESPN 6,http://38.183.182.166:8000/play/a0iu/index.m3u8,logos/tv_espn_6.png,poster/tv_espn_6-poster.png,background/tv_espn_6.jpg,"TV Premium, Deportes, General",España,es,Auto,tv,true
tv_espn_7_nuplin,ESPN 7,http://38.183.182.166:8000/play/a0iq/index.m3u8,logos/tv_espn_7_nuplin.png,poster/tv_espn_7_nuplin-poster.png,background/tv_espn_7_nuplin.jpg,"TV Premium, Deportes, General",España,es,Auto,tv,true
tv_fx_hd,FX,http://38.183.182.166:8000/play/a0ww/index.m3u8,,poster/tv_fx_hd-poster.png,background/tv_fx_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_france_24,France 24,http://38.183.182.166:8000/play/a0t4/index.m3u8,logos/tv_france_24.png,poster/tv_france_24-poster.png,background/tv_france_24.jpg,"TV Premium, Noticias, General",Internacional,es,Auto,tv,true
tv_golden_hd,Golden,http://38.183.182.166:8000/play/a0rm/index.m3u8,logos/tv_golden_hd.png,poster/tv_golden_hd-poster.png,background/tv_golden_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_golden_edge,Golden Edge,http://38.183.182.166:8000/play/a0sc/index.m3u8,,poster/tv_golden_edge-poster.png,background/tv_golden_edge.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_hbo_2_hd,HBO 2,http://190.102.246.93:9005/play/a01g,,poster/tv_hbo_2_hd-poster.png,background/tv_hbo_2_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_hbo_family_hd,HBO Family,http://38.183.182.166:8000/play/a0rg/index.m3u8,,poster/tv_hbo_family_hd-poster.png,background/tv_hbo_family_hd.jpg,"TV Premium, Infantil, General",Internacional,es,Auto,tv,true
tv_hbo_mundi,HBO MUNDI,http://38.183.182.166:8000/play/a0t2/index.m3u8,,poster/tv_hbo_mundi-poster.png,background/tv_hbo_mundi.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_hbo_pop_hd,HBO POP,http://38.183.182.166:8000/play/a0vx/index.m3u8,,poster/tv_hbo_pop_hd-poster.png,background/tv_hbo_pop_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_hbo_plus_hd,HBO Plus,http://200.125.170.122:8000/play/a010/index.m3u8,logos/tv_hbo_plus_hd.png,poster/tv_hbo_plus_hd-poster.png,background/tv_hbo_plus_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_hbo_signature,HBO Signature,http://38.183.182.166:8000/play/a0t1/index.m3u8,logos/tv_hbo_signature.png,poster/tv_hbo_signature-poster.png,background/tv_hbo_signature.jpg,"TV Premium, Documentales, General",Internacional,es,Auto,tv,true
tv_hgtv,HGTV,http://38.183.182.166:8000/play/a0rz/index.m3u8,logos/tv_hgtv.png,poster/tv_hgtv-poster.png,background/tv_hgtv.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_id_hd,ID,http://38.183.182.166:8000/play/a0vj/index.m3u8,logos/tv_id_hd.png,poster/tv_id_hd-poster.png,background/tv_id_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_mtv_00s_hd,MTV 00s,http://38.183.182.166:8000/play/a0zz/index.m3u8,logos/tv_mtv_00s_hd.png,poster/tv_mtv_00s_hd-poster.png,background/tv_mtv_00s_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_mtv_hd,MTV,http://38.183.182.166:8000/play/a0vo/index.m3u8,logos/tv_mtv_hd.png,poster/tv_mtv_hd-poster.png,background/tv_mtv_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_mtv_live_hd,MTV LIVE,http://38.183.182.166:8000/play/a0wy/index.m3u8,logos/tv_mtv_live_hd.png,poster/tv_mtv_live_hd-poster.png,background/tv_mtv_live_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_paramount_hd,Paramount,http://38.183.182.166:8000/play/a0v6/index.m3u8,logos/tv_paramount_hd.png,poster/tv_paramount_hd-poster.png,background/tv_paramount_hd.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_rtever,RT,http://38.183.182.166:8000/play/a0ij/index.m3u8,logos/tv_rtever.png,poster/tv_rtever-poster.png,background/tv_rtever.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_sony_hd,Sony,http://38.183.182.166:8000/play/a0vg/index.m3u8,,poster/tv_sony_hd-poster.png,background/tv_sony_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_space_hd,Space,http://38.183.182.166:8000/play/a0vk/index.m3u8,,poster/tv_space_hd-poster.png,background/tv_space_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_studio_universal_hd,Studio Universal,http://38.183.182.166:8000/play/a0r8/index.m3u8,,poster/tv_studio_universal_hd-poster.png,background/tv_studio_universal_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_tlc,TLC,http://38.183.182.166:8000/play/a0rq/index.m3u8,logos/tv_tlc.png,poster/tv_tlc-poster.png,background/tv_tlc.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_tnt_hd,TNT,http://38.183.182.166:8000/play/a0ve/index.m3u8,logos/tv_tnt_hd.png,poster/tv_tnt_hd-poster.png,background/tv_tnt_hd.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_tnt_novelas_hd,TNT Novelas,http://38.183.182.166:8000/play/a0wz/index.m3u8,logos/tv_tnt_novelas_hd.png,poster/tv_tnt_novelas_hd-poster.png,background/tv_tnt_novelas_hd.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_tnt_series_hd,TNT Series,http://38.183.182.166:8000/play/a0wv/index.m3u8,logos/tv_tnt_series_hd.png,poster/tv_tnt_series_hd-poster.png,background/tv_tnt_series_hd.jpg,"TV Premium, Series, General",España,es,Auto,tv,true
tv_tnt_sports_premiun_hd,TNT Sports Premiun,http://38.183.182.166:8000/play/a0vv/index.m3u8,logos/tv_tnt_sports_premiun_hd.png,poster/tv_tnt_sports_premiun_hd-poster.png,background/tv_tnt_sports_premiun_hd.jpg,"TV Premium, Deportes, General",Argentina,es,Auto,tv,true
tv_universal_channel_hd,UNIVERSAL CHANNEL,http://38.183.182.166:8000/play/a0wr/index.m3u8,logos/tv_universal_channel_hd.png,poster/tv_universal_channel_hd-poster.png,background/tv_universal_channel_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_warner_channel_hd,Warner Channel,http://38.183.182.166:8000/play/a0vh/index.m3u8,logos/tv_warner_channel_hd.png,poster/tv_warner_channel_hd-poster.png,background/tv_warner_channel_hd.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_fox_news,Fox News,http://38.250.127.17:9800/play/a06r/index.m3u8,logos/tv_fox_news.png,poster/tv_fox_news-poster.png,background/tv_fox_news.jpg,"TV Premium, Noticias, General",Internacional,es,Auto,tv,true
tv_espn_7,ESPN 7,http://170.244.209.135:8000/play/a0ft/index.m3u8,logos/tv_espn_7.png,poster/tv_espn_7-poster.png,background/tv_espn_7.jpg,"TV Premium, Deportes, General",España,es,Auto,tv,true
tv_sony_movies_hd,Sony Movies,http://200.125.170.122:8000/play/a02o/index.m3u8,logos/tv_sony_movies_hd.png,poster/tv_sony_movies_hd-poster.png,background/tv_sony_movies_hd.jpg,"TV Premium, Películas, General",España,es,Auto,tv,true
tv_concert_channel,Concert Channel,http://200.125.170.122:8000/play/a05g/index.m3u8,logos/tv_concert_channel.png,poster/tv_concert_channel-poster.png,background/tv_concert_channel.jpg,"TV Premium, General",Colombia,es,Auto,tv,true
tv_discovery_id_hd,Discovery ID,http://200.125.170.122:8000/play/a066/index.m3u8,logos/tv_discovery_id_hd.png,poster/tv_discovery_id_hd-poster.png,background/tv_discovery_id_hd.jpg,"TV Premium, Documentales, General",Colombia,es,Auto,tv,true
tv_disney_jr,Disney JR,http://200.125.170.122:8000/play/a0cq/index.m3u8,logos/tv_disney_jr.png,poster/tv_disney_jr-poster.png,background/tv_disney_jr.jpg,"TV Premium, Infantil, General",Internacional,es,Auto,tv,true
tv_golden_premiere_2_hd,Golden Premiere 2,http://200.125.170.122:8000/play/a00m/index.m3u8,logos/tv_golden_premiere_2_hd.png,poster/tv_golden_premiere_2_hd-poster.png,background/tv_golden_premiere_2_hd.jpg,"TV Premium, Películas, General",Internacional,es,Auto,tv,true
tv_golden_premiere_hd,Golden Premiere,http://200.125.170.122:8000/play/a00l/index.m3u8,logos/tv_golden_premiere_hd.png,poster/tv_golden_premiere_hd-poster.png,background/tv_golden_premiere_hd.jpg,"TV Premium, Películas, General",Internacional,es,Auto,tv,true
tv_hbo2_hd,HBO2,http://200.125.170.122:8000/play/a00z/index.m3u8,logos/tv_hbo2_hd.png,poster/tv_hbo2_hd-poster.png,background/tv_hbo2_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_latin_america_sport,Latin America Sport,http://200.125.170.122:8000/play/a046/index.m3u8,logos/tv_latin_america_sport.png,poster/tv_latin_america_sport-poster.png,background/tv_latin_america_sport.jpg,"TV Premium, Deportes, General",Internacional,es,Auto,tv,true
tv_multipremier,Multipremier,http://200.125.170.122:8000/play/a05j/index.m3u8,,poster/tv_multipremier-poster.png,background/tv_multipremier.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_universal_cinema_este_hd,UNIVERSAL CINEMA ESTE,http://200.125.170.122:8000/play/a067/index.m3u8,logos/tv_universal_cinema_este_hd.png,poster/tv_universal_cinema_este_hd-poster.png,background/tv_universal_cinema_este_hd.jpg,"TV Premium, Películas, General",España,es,Auto,tv,true
tv_universal_comedy_hd,UNIVERSAL COMEDY,http://200.125.170.122:8000/play/a04s/index.m3u8,logos/tv_universal_comedy_hd.png,poster/tv_universal_comedy_hd-poster.png,background/tv_universal_comedy_hd.jpg,"TV Premium, Comedia, General",Colombia,es,Auto,tv,true
tv_universal_crime_hd,UNIVERSAL CRIME,http://200.125.170.122:8000/play/a04r/index.m3u8,logos/tv_universal_crime_hd.png,poster/tv_universal_crime_hd-poster.png,background/tv_universal_crime_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_universal_premiere_o_hd,UNIVERSAL PREMIERE O,http://200.125.170.122:8000/play/a04p/index.m3u8,logos/tv_universal_premiere_o_hd.png,poster/tv_universal_premiere_o_hd-poster.png,background/tv_universal_premiere_o_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_universal_reality_hd,UNIVERSAL REALITY,http://200.125.170.122:8000/play/a04q/index.m3u8,,poster/tv_universal_reality_hd-poster.png,background/tv_universal_reality_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_universal,Universal,http://200.125.170.122:8000/play/a05h/index.m3u8,,poster/tv_universal-poster.png,background/tv_universal.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_dsport,DSPORT,http://201.230.121.186:8000/play/a0od/index.m3u8,logos/tv_dsport.png,poster/tv_dsport-poster.png,background/tv_dsport.jpg,"TV Premium, Deportes, General",Internacional,es,Auto,tv,true
tv_warner,Warner,http://201.230.121.186:8000/play/a0fe/index.m3u8,logos/tv_warner.png,poster/tv_warner-poster.png,background/tv_warner.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_rt_espaol,RT Español,http://200.12.41.194:8000/play/a03j/index.m3u8,,poster/tv_rt_espaol-poster.png,background/tv_rt_espaol.jpg,"TV Premium, General",España,es,Auto,tv,true
tv_tyc_sport,TyC SPORT,http://200.12.41.194:8000/play/a00i/index.m3u8,,poster/tv_tyc_sport-poster.png,background/tv_tyc_sport.jpg,"TV Premium, Deportes, General",Internacional,es,Auto,tv,true
tv_unicable,UNICABLE,http://200.12.41.194:8000/play/a00n/index.m3u8,logos/tv_unicable.png,poster/tv_unicable-poster.png,background/tv_unicable.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_fx_movies_hd,FX Movies,http://200.12.41.194:8000/play/a0gx/index.m3u8,logos/tv_fx_movies_hd.png,poster/tv_fx_movies_hd-poster.png,background/tv_fx_movies_hd.jpg,"TV Premium, Películas, General",España,es,Auto,tv,true
tv_sony_channel_hd,SONY CHANNEL,http://200.12.41.194:8000/play/a0hp/index.m3u8,logos/tv_sony_channel_hd.png,poster/tv_sony_channel_hd-poster.png,background/tv_sony_channel_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_fox_sport_3,Fox Sport 3,http://179.51.136.19:8000/play/a0ul/index.m3u8,logos/tv_fox_sport_3.png,poster/tv_fox_sport_3-poster.png,background/tv_fox_sport_3.jpg,"TV Premium, Deportes, General",Internacional,es,Auto,tv,true
tv_discovery_home_health,Discovery Home & Health,http://179.51.136.19:8000/play/a18k/index.m3u8,logos/tv_discovery_home_health.png,poster/tv_discovery_home_health-poster.png,background/tv_discovery_home_health.jpg,"TV Premium, Documentales, Estilo de Vida, General",Colombia,es,Auto,tv,true
tv_hbo_mundi_copia,HBO MUNDI (COPIA),http://179.51.136.19:8000/play/a1my/index.m3u8,logos/tv_hbo_mundi_copia.png,poster/tv_hbo_mundi_copia-poster.png,background/tv_hbo_mundi_copia.jpg,"TV Premium, General",Colombia,es,Auto,tv,true
tv_id_investigation_discovery,ID - Investigation Discovery,http://179.51.136.19:8000/play/a1k7/index.m3u8,logos/tv_id_investigation_discovery.png,poster/tv_id_investigation_discovery-poster.png,background/tv_id_investigation_discovery.jpg,"TV Premium, Documentales, General",España,es,Auto,tv,true
tv_movistar_tv,Movistar TV,http://179.51.136.19:8000/play/a1hu/index.m3u8,logos/tv_movistar_tv.png,poster/tv_movistar_tv-poster.png,background/tv_movistar_tv.jpg,"TV Premium, General",Argentina,es,Auto,tv,true
tv_tnt_sports_hd,TNT SPORTS,http://179.51.136.19:8000/play/a0px/index.m3u8,,poster/tv_tnt_sports_hd-poster.png,background/tv_tnt_sports_hd.jpg,"TV Premium, Deportes, General",Argentina,es,Auto,tv,true
tv_sport_ex,SPORT EX,http://190.102.246.93:9005/play/a03k,logos/tv_sport_ex.png,poster/tv_sport_ex-poster.png,background/tv_sport_ex.jpg,"TV Premium, Deportes, General",Internacional,es,Auto,tv,true
tv_syfy,SYFY,http://190.102.246.93:9005/play/a03r,logos/tv_syfy.png,poster/tv_syfy-poster.png,background/tv_syfy.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_stingray_concert,Stingray Concert,http://190.102.246.93:9005/play/a02t,logos/tv_stingray_concert.png,poster/tv_stingray_concert-poster.png,background/tv_stingray_concert.jpg,"TV Premium, Música, General",Colombia,es,Auto,tv,true
tv_70w_hbo_family_hd,HBO Family,http://181.189.244.253:8000/play/a01b/index.m3u8,logos/tv_70w_hbo_family_hd.png,poster/tv_70w_hbo_family_hd-poster.png,background/tv_70w_hbo_family_hd.jpg,"TV Premium, Infantil, General",Internacional,es,Auto,tv,true
tv_70w_hbo_hd,HBO,http://181.189.244.253:8000/play/a018/index.m3u8,logos/tv_70w_hbo_hd.png,poster/tv_70w_hbo_hd-poster.png,background/tv_70w_hbo_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_70w_hbo_plus_hd,HBO Plus,http://181.189.244.253:8000/play/a01a/index.m3u8,logos/tv_70w_hbo_plus_hd.png,poster/tv_70w_hbo_plus_hd-poster.png,background/tv_70w_hbo_plus_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_70w_hbo_xtreme,HBO XTREME,http://181.189.244.253:8000/play/a01c/index.m3u8,logos/tv_70w_hbo_xtreme.png,poster/tv_70w_hbo_xtreme-poster.png,background/tv_70w_hbo_xtreme.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_70w_hbo2_hd,HBO2,http://181.189.244.253:8000/play/a019/index.m3u8,logos/tv_70w_hbo2_hd.png,poster/tv_70w_hbo2_hd-poster.png,background/tv_70w_hbo2_hd.jpg,"TV Premium, General",Internacional,es,Auto,tv,true
tv_pbs_kids_easterncentral_720p,PBS Kids Eastern Central,http://2-fss-2.streamhoster.com/pl_140/amlst:200914-1298290/playlist.m3u8,logos/tv_pbs_kids_easterncentral_720p.png,poster/tv_pbs_kids_easterncentral_720p-poster.png,background/tv_pbs_kids_easterncentral_720p.jpg,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_super_simple_songs_1080p,Super Simple Songs,http://janson-supersimplesongs-1-us.roku.wurl.tv/playlist.m3u8,logos/tv_super_simple_songs_1080p.png,poster/tv_super_simple_songs_1080p-poster.png,background/tv_super_simple_songs_1080p.jpg,"Infantil, General",Perú,es,Auto,tv,true
tv_3abn_kids,3ABN Kids,http://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8,logos/tv_3abn_kids.png,poster/tv_3abn_kids-poster.png,background/tv_3abn_kids.jpg,"Infantil, General",Internacional,es,Auto,tv,true
tv_ninja_kidz_tv,Ninja Kidz TV,http://playworksdigital-ninjakidztv-1-us.xumo.wurl.tv/playlist.m3u8,logos/tv_ninja_kidz_tv.png,poster/tv_ninja_kidz_tv-poster.png,background/tv_ninja_kidz_tv.jpg,"Infantil, General",Internacional,es,SD,tv,true
