id,name,stream_url,logo,genre,country,language,quality,type,is_active
tv_3abn_kids,3ABN Kids,http://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8,logo/tv_3abn_kids.png,"Infantil, General",Internacional,es,Auto,tv,true
tv_pbs_kids_alaska_1080p,PBS Kids Alaska,http://livestream.pbskids.org/out/v1/94b88ad58fc14f84a9382341f1c00b82/akst.m3u8,logo/tv_pbs_kids_alaska_1080p.png,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_pbs_kids_mountain_1080p,PBS Kids Mountain,http://livestream.pbskids.org/out/v1/3fe3030a2c8045a3932f4289d9eba3e6/mst.m3u8,logo/tv_pbs_kids_mountain_1080p.png,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_pbs_kids,PBS Kids,http://livestream.pbskids.org/out/v1/14507d931bbe48a69287e4850e53443c/est.m3u8,logo/tv_pbs_kids.png,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_pbs_kids_hawaii,PBS Kids Hawaii,http://livestream.pbskids.org/out/v1/aa31792fee094b24b09045483f04d150/hast.m3u8,logo/tv_pbs_kids_hawaii.png,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_xtrema_cartoons,Xtrema Cartoons,http://stmv6.voxtvhd.com.br/xtremacartoons/xtremacartoons/playlist.m3u8,logo/tv_xtrema_cartoons.png,"Infantil, General",Argentina,es,HD,tv,true
tv_ninja_kidz_tv,Ninja Kidz TV,http://playworksdigital-ninjakidztv-1-us.xumo.wurl.tv/playlist.m3u8,logo/tv_ninja_kidz_tv.png,"Infantil, General",Internacional,es,SD,tv,true
tv_moonbug_kids_1080p,Moonbug Kids,http://moonbug-rokuus.amagi.tv/playlist.m3u8,logo/tv_moonbug_kids_1080p.png,"Infantil, General",Internacional,es,Auto,tv,true
tv_pbs_kids_pacific_1080p,PBS Kids Pacific,http://livestream.pbskids.org/out/v1/11f2e6b73eaa4887b3746cb863960e79/pst.m3u8,logo/tv_pbs_kids_pacific_1080p.png,"Infantil, Educativo, General",Internacional,es,Auto,tv,true
tv_kartoon_channel,Kartoon Channel,http://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-kartoonchannel-samsungnz/playlist.m3u8,logo/tv_kartoon_channel.png,"Infantil, General",Argentina,es,Auto,tv,true
tv_babyfirst_spanish,BabyFirst Spanish,http://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/be6f9eac-280e-4748-b866-2eb2463c1844/manifest.m3u8,logo/tv_babyfirst_spanish.png,"Infantil, General",Internacional,es,Auto,tv,true
tv_garage_tv_argentina,Garage TV Argentina,http://stream1.sersat.com/hls/garagetv.m3u8,logo/tv_garage_tv_argentina.png,"TV Local, General",Argentina,es,Auto,tv,true
tv_ims_tv,Imás TV,http://secure3.todostreaming.es/live/imastv-livestream.m3u8,logo/tv_ims_tv.png,"TV Local, General",Internacional,es,Auto,tv,true
tv_m95_marbella,M95 Marbella,http://limited2.todostreaming.es/live/m95-livestream.m3u8,logo/tv_m95_marbella.png,"TV Local, General",Argentina,es,Auto,tv,true
tv_3cat_info,3Cat Info,http://directes-tv-int.3catdirectes.cat/live-content/canal324-hls/master.m3u8,logo/tv_3cat_info.png,"TV Local, General",Internacional,es,Auto,tv,true
tv_exitosa_noticias_per,Exitosa Noticias Perú,http://luna-1-video.mediaserver.digital/exitosatv_233b-4b49-a726-5a451262/index.fmp4.m3u8,logo/tv_exitosa_noticias_per.png,"TV Local, Noticias, General",Perú,es,Auto,tv,true
tv_betev,betevé,http://cdnapisec.kaltura.com/p/2346171/sp/234617100/playManifest/entryId/1_vfibi2fe/protocol/https/format/applehttp/a.m3u8?referrer=aHR0cHM6Ly9iZXRldmUuY2F0,logo/tv_betev.png,"TV Local, General",Internacional,es,Auto,tv,true
tv_estrella_tv_mexico,Estrella TV Mexico,http://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00567-estrellamedia-estrellatv-estrellamedia/playlist.m3u8,logo/tv_estrella_tv_mexico.png,"TV Local, General",México,es,Auto,tv,true
tv_tv_per,TV Perú,http://cdnhd.iblups.com/hls/777b4d4cc0984575a7d14f6ee57dbcaf7.m3u8,logo/tv_tv_per.png,"TV Local, General",Perú,es,HD,tv,true
tv_tv_per_noticias,TV Perú Noticias,http://cdnhd.iblups.com/hls/902c1a0395264f269f1160efa00660e47.m3u8,logo/tv_tv_per_noticias.png,"TV Local, Noticias, General",Perú,es,HD,tv,true
tv_urbano_tv_720p,Urbano TV,http://59ef525c24caa.streamlock.net/tvurbano/tvurbano/playlist.m3u8,logo/tv_urbano_tv_720p.png,"TV Local, General",Internacional,es,Auto,tv,true
tv_bta_tv_720p,BTA TV,http://cloud.fastchannel.es/manifiest/hls/prog9/btatv.m3u8,logo/tv_bta_tv_720p.png,"TV Local, General",Internacional,es,Auto,tv,true
tv_vm_latino_costa_rica,VM Latino Costa Rica,http://59ef525c24caa.streamlock.net/vmtv/vmlatino/playlist.m3u8,logo/tv_vm_latino_costa_rica.png,"TV Local, General",Colombia,es,Auto,tv,true
tv_adn40_mexico,ADN40 Mexico,http://mdstrm.com/live-stream-playlist/60b578b060947317de7b57ac.m3u8,logo/tv_adn40_mexico.png,"TV Local, Noticias, General",México,es,Auto,tv,true
tv_cgtn,CGTN,http://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8,logo/tv_cgtn.png,"Noticias, General",Argentina,es,Auto,tv,true
tv_cgtn_news_en,CGTN News EN,http://english-livebkali.cgtn.com/live/encgtn.m3u8,logo/tv_cgtn_news_en.png,"Noticias, General",Argentina,es,Auto,tv,true
tv_cgtn_documentary_en,CGTN Documentary EN,http://english-livebkali.cgtn.com/live/doccgtn.m3u8,logo/tv_cgtn_documentary_en.png,"Noticias, Documentales, General",Argentina,es,Auto,tv,true
tv_channel_newsasia_en,Channel NewsAsia EN,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,logo/tv_channel_newsasia_en.png,"Noticias, General",Internacional,es,Auto,tv,true
tv_hispan_tv_iran,Hispan TV Iran,http://live.presstv.ir/hls/hispantv_5_482/index.m3u8,logo/tv_hispan_tv_iran.png,"Noticias, General",Internacional,es,Auto,tv,true
tv_bloomberg_quicktake_en,Bloomberg Quicktake EN,http://www.bloomberg.com/media-manifest/streams/qt.m3u8,logo/tv_bloomberg_quicktake_en.png,"Noticias, Negocios, General",Internacional,es,Auto,tv,true
tv_america_tv_hd,America TV,http://live-evg5.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,logo/tv_america_tv_hd.png,"Entretenimiento, General",Peru,es,HD,tv,true
tv_pridetv_latam_1080p,PRIDEtv LATAM,http://backend.energeek.cl/webtv/pridetvweb/index.m3u8?token=ZZDemoIPTVGH,logo/tv_pridetv_latam_1080p.png,"Entretenimiento, General",Internacional,es,Auto,tv,true
tv_activa_tv_720p,Activa TV,http://streamtv.mediasector.es/hls/activatv/index.m3u8,logo/tv_activa_tv_720p.png,"Entretenimiento, General",Internacional,es,Auto,tv,true
tv_now_80s,Now 80's,http://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8,logo/tv_now_80s.png,"Música, General",Internacional,es,Auto,tv,true
tv_axs_tv,AXS TV,http://fl41.moveonjoy.com/Axs_TV/index.m3u8,logo/tv_axs_tv.png,"Música, General",Internacional,es,Auto,tv,true
tv_dismar_radio_tv_720p,Dismar Radio TV,http://rds3.desdeparaguay.net/dismartv/dismartv/playlist.m3u8,logo/tv_dismar_radio_tv_720p.png,"Música, General",Argentina,es,SD,tv,true
tv_radio_onda_digital,Radio Onda Digital,http://v4.tustreaming.cl/radioondadigitaltv/index.m3u8,logo/tv_radio_onda_digital.png,"Música, General",Internacional,es,Auto,tv,true
tv_la_que_buena_atlanta,La Que Buena Atlanta,http://streamyes.alsolnet.com/quebuenaatlanta/live/index.m3u8,logo/tv_la_que_buena_atlanta.png,"Música, General",Internacional,es,Auto,tv,true
tv_pequeradio_tv,Pequeradio TV,http://canadaremar2.todostreaming.es/live/peque-pequetv.m3u8,logo/tv_pequeradio_tv.png,"Música, General",Perú,es,Auto,tv,true
tv_dasding_908_720p,DA ING 90.8,http://swrdasdingvr-hls.akamaized.net/hls/live/2018681/dasdingvr/master.m3u8,logo/tv_dasding_908_720p.png,"Música, General",Internacional,es,SD,tv,true
tv_number_1_dance_720p,Number 1 Dance,http://b01c02nl.mediatriple.net/videoonlylive/mtkgeuihrlfwlive/u_stream_5c9e2aa8acf44_1/playlist.m3u8,logo/tv_number_1_dance_720p.png,"Música, General",Internacional,es,Auto,tv,true
tv_number_1_ask_720p,Number 1 Ask,http://b01c02nl.mediatriple.net/videoonlylive/mtkgeuihrlfwlive/u_stream_5c9e18f9cea15_1/playlist.m3u8,logo/tv_number_1_ask_720p.png,"Música, General",Internacional,es,Auto,tv,true
tv_number_1_tv_720p,Number 1 TV,http://b01c02nl.mediatriple.net/videoonlylive/mtkgeuihrlfwlive/broadcast_5c9e17cd59e8b.smil/playlist.m3u8,logo/tv_number_1_tv_720p.png,"Música, General",Internacional,es,Auto,tv,true
tv_now_90s00s,NOW 90s00s,http://amg01076-amg01076c19-rakuten-gb-8653.playouts.now.amagi.tv/playlist/amg01076-lightning-now90s00s-rakutengb/playlist.m3u8,logo/tv_now_90s00s.png,"Música, General",Internacional,es,Auto,tv,true
tv_kronehit_1080p,Kronehit,http://bitcdn-kronehit.bitmovin.com/v2/hls/playlist.m3u8,logo/tv_kronehit_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_hype_visual_radio_1080p,Hype Visual Radio,http://streammix.alsolnet.com/hyperadio/live/playlist.m3u8,logo/tv_hype_visual_radio_1080p.png,"Música, General",Perú,es,Auto,tv,true
tv_cool_fm_989_720p,Cool FM 98.9,http://live2.tensila.com/cool-v-1.arubara/hls/master.m3u8,logo/tv_cool_fm_989_720p.png,"Música, General",Colombia,es,Auto,tv,true
tv_51_radio_tv_480p_geoblocked,51 Radio TV,http://wms.shared.streamshow.it/canale51/canale51/playlist.m3u8,logo/tv_51_radio_tv_480p_geoblocked.png,"Música, General",Internacional,es,Auto,tv,true
tv_littoral_fm_720p,Littoral FM,http://live.creacast.com/littoralfm-ch1/stream/playlist.m3u8,logo/tv_littoral_fm_720p.png,"Música, General",Internacional,es,Auto,tv,true
tv_radio_karolina_tv_720p,Radio Karolina TV,http://peer2.tdiradio.com/static/streaming-playlists/hls/4207de1d-52e8-4591-ad9e-218069b864d1/0.m3u8,logo/tv_radio_karolina_tv_720p.png,"Música, General",Argentina,es,Auto,tv,true
tv_vintage_music_720p,Vintage Music,http://59ef525c24caa.streamlock.net/vmtv/tvvintage/playlist.m3u8,logo/tv_vintage_music_720p.png,"Música, General",Internacional,es,Auto,tv,true
tv_afrobeats_1080p,Afrobeats,http://stream.ecable.tv/afrobeats/index.m3u8,logo/tv_afrobeats_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_tdi_radio_tv,TDI Radio TV,http://peer2.tdiradio.com/static/streaming-playlists/hls/8f5d84ce-e8ac-4109-9975-9665f5605557/master.m3u8,logo/tv_tdi_radio_tv.png,"Música, General",Internacional,es,Auto,tv,true
tv_power_love_1080p,Power Love,http://livetv.powerapp.com.tr/plove/love.smil/playlist.m3u8,logo/tv_power_love_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_stingray_hitlist,Stingray Hitlist,http://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883054,logo/tv_stingray_hitlist.png,"Música, General",Internacional,es,Auto,tv,true
tv_pmc_royale_1080p,PMC Royale,http://pmcrohls.wns.live/hls/stream.m3u8,logo/tv_pmc_royale_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_m2o_tv_1080p,m2o TV,http://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S62628868/uhdWBlkC1AoO/playlist.m3u8,logo/tv_m2o_tv_1080p.png,"Música, General",Internacional,es,HD,tv,true
tv_rtl_1025_brosis_1080p,RTL 102.5 Bro&Sis,http://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S75007890/MUGHuxc9dQ3b/playlist_video.m3u8,logo/tv_rtl_1025_brosis_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_rtl_1025_best_1080p,RTL 102.5 Best,http://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S76960628/OEPHRUIctA0M/playlist_video.m3u8,logo/tv_rtl_1025_best_1080p.png,"Música, General",España,es,Auto,tv,true
tv_rtl_1025_tv_1080p,RTL 102.5 TV,http://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S97044836/tbbP8T1ZRPBL/playlist_video.m3u8,logo/tv_rtl_1025_tv_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_mezzo_1080p,Mezzo,http://viamotionhsi.netplus.ch/live/eds/mezzo/browser-HLS8/mezzo.m3u8,logo/tv_mezzo_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_stingray_remember_the_80s,Stingray Remember the 80s,http://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883071,logo/tv_stingray_remember_the_80s.png,"Música, General",Internacional,es,Auto,tv,true
tv_rtl_1025_napul_1080p,RTL 102.5 Napulé,http://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S27134503/0f9AhuwKlhnZ/playlist_video.m3u8,logo/tv_rtl_1025_napul_1080p.png,"Música, General",Internacional,es,Auto,tv,true
tv_qello_concerts_by_stingray,Qello Concerts by Stingray,http://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883052,logo/tv_qello_concerts_by_stingray.png,"Música, General",Colombia,es,Auto,tv,true
tv_sam_ibiza,SAM Ibiza,http://hls1.eu.peppermindmedia.com/av:vod1/SAMibiza/index.fmp4.m3u8,logo/tv_sam_ibiza.png,"Música, General",Internacional,es,Auto,tv,true
tv_stingray_greatest_hits,Stingray Greatest Hits,http://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883053,logo/tv_stingray_greatest_hits.png,"Música, General",España,es,Auto,tv,true
tv_djate_de_historias_tv,Déjate de Historias TV,http://limited44.todostreaming.es/live/dejatedeh-livestream.m3u8,logo/tv_djate_de_historias_tv.png,"Documentales, General",Internacional,es,Auto,tv,true
tv_ondambiental_tv_360p,Ondambiental TV,http://stmv4.voxtvhd.com.br/ondastereo/ondastereo/playlist.m3u8,logo/tv_ondambiental_tv_360p.png,"Documentales, General",Internacional,es,HD,tv,true
tv_stingray_naturescape,Stingray Naturescape,http://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883056,logo/tv_stingray_naturescape.png,"Documentales, Música, General",España,es,Auto,tv,true
tv_tastemade_en,Tastemade EN,http://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tastemadeinternationalenglish24i-ono/playlist.m3u8,logo/tv_tastemade_en.png,"Estilo de Vida, General",Internacional,es,Auto,tv,true
tv_tastemade,Tastemade,http://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tastemadees16international24i-ono/playlist.m3u8,logo/tv_tastemade.png,"Estilo de Vida, General",Internacional,es,Auto,tv,true
tv_soy_plancha_tv_720p,SOY Plancha TV,http://59ef525c24caa.streamlock.net/vmtv/soyplancha/playlist.m3u8,logo/tv_soy_plancha_tv_720p.png,"Estilo de Vida, General",Internacional,es,Auto,tv,true
tv_bloomberg_europe_en,Bloomberg Europe EN,http://www.bloomberg.com/media-manifest/streams/eu.m3u8,logo/tv_bloomberg_europe_en.png,"Negocios, General",Perú,es,Auto,tv,true
